,age,workclass,education-num,marital-status,occupation,race,sex,native-country,class
29689,0,Private,12,Never-married,Adm-clerical,White,Female,United-States,<=50K
29690,2,Local-gov,13,Divorced,Prof-specialty,White,Male,United-States,<=50K
29691,2,Private,13,Divorced,Exec-managerial,White,Male,United-States,<=50K
29692,1,Private,5,Never-married,Exec-managerial,White,Female,United-States,<=50K
29694,4,Private,13,Married-spouse-absent,Prof-specialty,White,Female,United-States,<=50K
29695,3,Private,14,Divorced,Tech-support,White,Male,United-States,<=50K
29696,1,Private,13,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,>50K
29697,1,Private,13,Never-married,Exec-managerial,White,Female,United-States,<=50K
29699,1,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29700,2,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29701,2,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
29702,1,Private,9,Married-civ-spouse,Sales,White,Female,United-States,<=50K
29703,1,Private,9,Divorced,Transport-moving,White,Male,United-States,<=50K
29704,0,Private,10,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
29705,0,Private,9,Never-married,Adm-clerical,White,Female,United-States,<=50K
29706,1,Self-emp-inc,9,Never-married,Craft-repair,White,Male,United-States,<=50K
29707,2,Private,11,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29708,1,Private,13,Married-civ-spouse,Sales,White,Male,Mexico,>50K
29709,1,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29711,1,Private,13,Married-civ-spouse,Prof-specialty,White,Female,United-States,<=50K
29712,3,Private,9,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
29713,0,Local-gov,10,Never-married,Sales,White,Female,United-States,<=50K
29714,1,Private,12,Never-married,Other-service,Black,Female,United-States,<=50K
29715,1,Private,10,Never-married,Prof-specialty,Black,Male,United-States,<=50K
29716,3,Private,10,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29717,3,Local-gov,14,Married-civ-spouse,Adm-clerical,White,Male,Italy,>50K
29718,1,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
29719,2,Private,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
29720,1,Private,9,Never-married,Priv-house-serv,White,Female,Guatemala,<=50K
29721,0,Private,10,Never-married,Other-service,Asian-Pac-Islander,Male,United-States,<=50K
29722,4,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
29723,2,Private,14,Never-married,Exec-managerial,White,Male,United-States,>50K
29725,2,State-gov,10,Never-married,Other-service,White,Female,United-States,<=50K
29726,1,Private,8,Never-married,Farming-fishing,White,Male,United-States,<=50K
29727,4,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
29728,1,Private,13,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,India,<=50K
29729,2,Private,9,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
29730,1,Private,9,Never-married,Other-service,Black,Female,United-States,<=50K
29731,0,Private,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
29732,2,Private,9,Married-civ-spouse,Other-service,White,Male,Mexico,<=50K
29733,1,Private,13,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
29734,0,Private,10,Never-married,Sales,White,Female,United-States,<=50K
29735,2,Private,9,Divorced,Machine-op-inspct,White,Male,United-States,<=50K
29736,1,Private,9,Never-married,Transport-moving,White,Male,United-States,<=50K
29739,1,State-gov,13,Never-married,Prof-specialty,Black,Female,United-States,<=50K
29740,3,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29741,3,Private,14,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
29742,3,Private,11,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
29743,0,Private,12,Never-married,Other-service,White,Female,United-States,<=50K
29744,4,State-gov,15,Married-civ-spouse,Exec-managerial,Black,Male,United-States,>50K
29745,3,Private,9,Never-married,Other-service,White,Female,United-States,<=50K
29746,4,Self-emp-not-inc,2,Widowed,Craft-repair,White,Female,Columbia,<=50K
29747,2,Self-emp-not-inc,11,Divorced,Farming-fishing,White,Male,United-States,<=50K
29748,2,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
29749,0,Private,8,Never-married,Other-service,White,Female,United-States,<=50K
29750,2,Local-gov,13,Divorced,Exec-managerial,Black,Female,United-States,<=50K
29751,3,Self-emp-not-inc,8,Married-civ-spouse,Other-service,White,Male,United-States,<=50K
29753,2,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
29754,3,Private,10,Divorced,Adm-clerical,White,Female,United-States,<=50K
29755,4,Federal-gov,10,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
29756,2,Private,9,Never-married,Sales,White,Female,United-States,<=50K
29757,0,State-gov,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
29758,2,Self-emp-not-inc,9,Married-civ-spouse,Sales,White,Male,United-States,<=50K
29759,3,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,>50K
29760,4,Local-gov,9,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
29761,2,Private,10,Divorced,Prof-specialty,White,Female,United-States,<=50K
29762,0,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
29763,2,Private,15,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29764,0,Private,7,Never-married,Other-service,White,Female,United-States,<=50K
29765,1,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
29766,3,Private,10,Divorced,Adm-clerical,White,Female,United-States,<=50K
29767,1,Private,12,Married-civ-spouse,Sales,White,Male,Mexico,<=50K
29768,2,Private,14,Never-married,Exec-managerial,Black,Female,United-States,<=50K
29769,2,Private,13,Married-civ-spouse,Sales,White,Male,United-States,>50K
29770,0,State-gov,12,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K
29771,4,Private,10,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29772,2,Private,13,Married-civ-spouse,Sales,White,Male,United-States,>50K
29773,3,Private,10,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
29774,2,Private,13,Married-civ-spouse,Sales,White,Male,United-States,>50K
29775,2,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
29776,3,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29778,3,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,>50K
29779,2,Private,11,Married-civ-spouse,Other-service,White,Male,United-States,<=50K
29780,3,Federal-gov,13,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K
29781,1,Private,13,Widowed,Other-service,White,Female,United-States,<=50K
29782,4,Private,9,Never-married,Prof-specialty,White,Female,United-States,<=50K
29783,1,Local-gov,12,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K
29784,1,Private,9,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
29785,1,Private,9,Never-married,Transport-moving,White,Female,United-States,<=50K
29787,2,Private,10,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
29788,1,Private,12,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29789,1,Private,14,Never-married,Prof-specialty,White,Male,United-States,>50K
29790,2,Private,13,Never-married,Exec-managerial,White,Male,United-States,>50K
29792,0,Private,11,Divorced,Adm-clerical,White,Female,United-States,<=50K
29793,3,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29794,3,Private,10,Divorced,Adm-clerical,White,Female,United-States,<=50K
29795,0,Private,7,Never-married,Other-service,White,Female,United-States,<=50K
29796,2,Private,3,Married-civ-spouse,Machine-op-inspct,White,Male,Mexico,<=50K
29797,3,Local-gov,10,Divorced,Transport-moving,White,Female,United-States,<=50K
29799,2,Federal-gov,10,Married-civ-spouse,Transport-moving,Black,Male,United-States,<=50K
29800,1,Self-emp-not-inc,13,Divorced,Sales,White,Male,United-States,>50K
29801,4,Private,9,Divorced,Other-service,Black,Female,United-States,<=50K
29802,3,Private,13,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29803,1,Private,13,Never-married,Sales,White,Female,United-States,>50K
29804,4,Private,6,Married-civ-spouse,Craft-repair,Black,Male,United-States,<=50K
29805,4,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
29806,2,Private,15,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
29808,1,Private,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
29809,2,Local-gov,13,Married-civ-spouse,Prof-specialty,White,Female,United-States,<=50K
29810,0,Private,7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
29811,4,Private,10,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
29812,1,Self-emp-inc,13,Separated,Prof-specialty,White,Female,United-States,<=50K
29813,1,Local-gov,9,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
29815,1,Private,10,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29816,0,Self-emp-inc,9,Never-married,Sales,White,Male,United-States,<=50K
29817,2,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
29818,0,Private,9,Divorced,Other-service,White,Female,United-States,<=50K
29820,3,Local-gov,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
29821,1,Private,10,Divorced,Prof-specialty,White,Female,United-States,<=50K
29822,3,Local-gov,9,Divorced,Adm-clerical,White,Female,United-States,<=50K
29823,2,Private,15,Married-civ-spouse,Sales,White,Female,United-States,<=50K
29824,0,Private,9,Never-married,Handlers-cleaners,Black,Male,United-States,<=50K
29825,0,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29826,2,Private,13,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K
29827,2,Private,11,Divorced,Prof-specialty,White,Female,United-States,<=50K
29828,4,Self-emp-not-inc,7,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29829,3,Private,11,Divorced,Prof-specialty,White,Female,United-States,>50K
29830,3,Private,9,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
29831,1,Local-gov,9,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
29832,2,Private,11,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
29833,1,Private,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
29834,3,Private,10,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
29836,4,Local-gov,13,Separated,Prof-specialty,White,Female,United-States,<=50K
29837,0,Private,10,Never-married,Other-service,White,Male,United-States,<=50K
29838,1,Private,9,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
29839,4,Private,10,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
29840,2,Self-emp-inc,13,Married-civ-spouse,Sales,White,Male,United-States,>50K
29841,2,Private,10,Married-civ-spouse,Sales,White,Male,United-States,<=50K
29843,2,Private,9,Divorced,Prof-specialty,White,Female,United-States,>50K
29844,0,Private,9,Never-married,Sales,White,Female,United-States,<=50K
29845,2,Private,10,Married-civ-spouse,Handlers-cleaners,Black,Male,United-States,<=50K
29846,1,Local-gov,10,Divorced,Adm-clerical,White,Female,United-States,<=50K
29847,3,Private,10,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29848,2,Local-gov,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29849,1,Private,10,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
29850,4,Private,10,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
29851,2,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
29852,2,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29853,3,Private,3,Separated,Machine-op-inspct,White,Female,Mexico,<=50K
29854,1,Private,10,Divorced,Prof-specialty,White,Female,United-States,<=50K
29855,4,Local-gov,2,Married-civ-spouse,Other-service,White,Male,Mexico,<=50K
29856,3,Private,4,Divorced,Priv-house-serv,Black,Female,United-States,<=50K
29857,2,Private,12,Married-civ-spouse,Sales,White,Male,United-States,>50K
29858,0,Private,9,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
29859,3,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
29860,3,Private,10,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
29861,3,Private,13,Divorced,Exec-managerial,White,Female,United-States,>50K
29862,2,State-gov,13,Never-married,Prof-specialty,Black,Female,United-States,<=50K
29863,1,Private,14,Never-married,Exec-managerial,White,Male,United-States,<=50K
29864,2,Private,9,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Male,United-States,<=50K
29865,2,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29866,0,Private,10,Never-married,Craft-repair,White,Female,United-States,<=50K
29867,3,Private,14,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K
29868,0,Private,9,Never-married,Sales,White,Male,United-States,<=50K
29869,0,Private,10,Never-married,Sales,White,Female,United-States,<=50K
29870,2,Private,9,Divorced,Craft-repair,White,Female,United-States,<=50K
29871,2,Private,10,Never-married,Tech-support,White,Female,United-States,>50K
29872,3,Private,9,Married-civ-spouse,Sales,White,Male,United-States,>50K
29873,2,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Other,Male,United-States,>50K
29874,4,Local-gov,13,Married-civ-spouse,Transport-moving,White,Male,Cuba,<=50K
29875,0,Private,7,Never-married,Other-service,White,Female,United-States,<=50K
29876,0,Private,2,Never-married,Machine-op-inspct,White,Male,Mexico,<=50K
29877,3,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
29878,1,Private,14,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29879,3,Local-gov,14,Divorced,Exec-managerial,White,Female,United-States,<=50K
29880,4,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29882,1,Private,9,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
29883,1,Private,13,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K
29884,1,Private,10,Married-civ-spouse,Sales,White,Male,United-States,<=50K
29885,3,Private,9,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
29886,1,Self-emp-not-inc,11,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29887,0,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
29889,0,Private,10,Married-AF-spouse,Other-service,White,Female,United-States,>50K
29890,1,Private,10,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
29891,2,Private,16,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K
29892,3,Private,14,Never-married,Prof-specialty,White,Male,United-States,>50K
29893,0,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
29894,1,Private,9,Divorced,Exec-managerial,White,Female,United-States,<=50K
29895,2,Private,10,Never-married,Exec-managerial,White,Male,United-States,<=50K
29896,1,State-gov,11,Never-married,Adm-clerical,White,Female,United-States,<=50K
29897,0,Private,6,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
29898,3,Private,6,Married-civ-spouse,Craft-repair,Black,Male,United-States,<=50K
29899,2,Federal-gov,10,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
29900,2,Private,14,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29901,2,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
29903,1,State-gov,10,Never-married,Prof-specialty,White,Male,United-States,<=50K
29904,0,Private,7,Married-civ-spouse,Farming-fishing,White,Male,Mexico,<=50K
29905,0,Private,9,Never-married,Other-service,White,Female,United-States,<=50K
29906,0,Private,9,Never-married,Sales,White,Male,United-States,<=50K
29907,1,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
29908,1,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
29909,2,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
29910,2,Federal-gov,10,Divorced,Exec-managerial,White,Female,United-States,<=50K
